League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,position
Spanish-ACB,2019 - 2020,International,Adam Hanga,FCB,27,571.0,189,70,0.455,17,0.293,32,0.727,23,78,101,109,25,10,55,65,1989,Apr,"Apr 12, 1989",6-7,201,200,91,Hungary,,2,29,San Antonio Spurs,SF
Spanish-ACB,2019 - 2020,International,David Walker,AND,28,622.0,188,74,0.428,27,0.333,13,0.684,16,45,61,43,25,4,28,39,1993,Nov,"Nov 24, 1993",6-6,198,200,91,United States,Stow-Munroe Falls High School,,,,GF
Spanish-ACB,2019 - 2020,International,Tomas Bellas,MON,19,492.5,185,63,0.373,13,0.224,46,0.676,15,47,62,94,17,0,35,49,1987,Jun,"Jun 24, 1987",6-1,185,198,90,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Gabriel Lundberg,TEN,27,428.0,185,67,0.456,22,0.319,29,0.853,22,27,49,51,20,1,38,53,1994,Dec,"Dec 4, 1994",6-4,193,202,92,Denmark,,,,,G
Spanish-ACB,2019 - 2020,International,Juan Palacios,EST,23,461.6,184,80,0.408,6,0.25,18,0.514,28,55,83,21,22,4,19,56,1985,May,"May 11, 1985",6-9,206,244,111,Colombia,Our Savior New American School,,,,F
Spanish-ACB,2019 - 2020,International,Omar Cook,GCN,23,642.0,184,62,0.419,34,0.362,26,0.684,4,30,34,166,30,0,41,51,1982,Jan,"Jan 28, 1982",6-2,188,190,86,United States / Montenegro,Christ the King,2,3,Orlando Magic,PG
Spanish-ACB,2019 - 2020,International,Fernando San Emeterio,VAL,24,448.1,183,59,0.465,23,0.411,42,0.894,7,51,58,35,8,0,25,24,1984,Jan,"Jan 1, 1984",6-6,198,232,105,Spain,,,,,GF
Spanish-ACB,2019 - 2020,International,Phil Pressey,EST,23,597.4,182,62,0.328,36,0.298,22,0.759,7,52,59,107,55,2,45,57,1991,Feb,"Feb 17, 1991",5-11,180,175,79,United States,Episcopal School of Dallas,,,,PG
Spanish-ACB,2019 - 2020,International,Stan Okoye,GCN,27,432.8,182,61,0.384,30,0.357,30,0.769,12,43,55,17,17,0,30,54,1991,Apr,"Apr 10, 1991",6-6,198,215,98,United States / Nigeria,Knightdale High School,,,,GF
Spanish-ACB,2019 - 2020,International,Quim Colom,VAL,28,434.5,180,64,0.4,19,0.257,33,0.805,2,33,35,82,14,0,48,34,1988,Nov,"Nov 1, 1988",6-2,188,194,88,Andorra / Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Bandja Sy,AND,24,525.4,178,60,0.522,25,0.41,33,0.805,21,80,101,14,28,11,26,63,1990,Jul,"Jul 30, 1990",6-8,203,214,97,France,Stoneridge Prep,,,,F
Spanish-ACB,2019 - 2020,International,Santiago Yusta,TEN,19,325.5,177,59,0.476,23,0.404,36,0.783,11,31,42,16,14,2,17,34,1997,Apr,"Apr 28, 1997",6-6,198,183,83,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Moussa Diagne,AND,15,315.3,172,64,0.653,1,0.333,43,0.672,30,62,92,3,9,8,19,33,1994,Mar,"Mar 6, 1994",6-11,211,218,99,Senegal,,,,,C
Spanish-ACB,2019 - 2020,International,Sam Van Rossom,VAL,20,438.6,169,62,0.481,28,0.438,17,0.85,8,29,37,81,8,0,45,23,1986,Jun,"Jun 3, 1986",6-2,188,180,82,Belgium,,,,,PG
Spanish-ACB,2019 - 2020,International,Kenan Sipahi,BETIS,23,462.5,168,60,0.432,12,0.261,36,0.679,11,42,53,81,22,0,47,52,1995,May,"May 26, 1995",6-6,198,195,88,Kosovo / Turkey,,,,,PG
Spanish-ACB,2019 - 2020,International,Juan Vaulet,MAN,23,457.3,167,71,0.514,6,0.261,19,0.528,27,44,71,13,11,4,21,44,1996,Mar,"Mar 22, 1996",6-6,198,200,91,Argentina,,2,9,Charlotte Hornets,F
Spanish-ACB,2019 - 2020,International,Pierre Oriola,FCB,28,505.2,166,65,0.546,12,0.3,24,0.436,52,87,139,23,10,2,23,38,1992,Sep,"Sep 25, 1992",6-8,203,235,107,Spain,,,,,PF
Spanish-ACB,2019 - 2020,International,Giannoulis Larentzakis,MUR,19,350.1,166,54,0.372,22,0.272,36,0.837,11,43,54,47,10,2,43,60,1993,Sep,"Sep 22, 1993",6-5,196,200,91,Greece,,,,,GF
Spanish-ACB,2019 - 2020,International,Anthony Randolph,RMB,20,363.7,165,50,0.41,33,0.413,32,0.821,6,54,60,10,12,6,24,33,1989,Jul,"Jul 15, 1989",6-11,211,225,102,United States / Slovenia,Woodrow Wilson High School ,1,14,Golden State Warriors,PF
Spanish-ACB,2019 - 2020,International,Dejan Musli,AND,17,306.5,162,66,0.528,0,0.0,30,0.484,36,61,97,16,11,7,23,33,1991,Jan,"Jan 3, 1991",7-0,213,242,110,Serbia,,,,,C
Spanish-ACB,2019 - 2020,International,Emir Sulejmanovic,BBB,24,393.0,162,71,0.546,7,0.35,13,0.464,44,84,128,10,12,3,16,63,1995,Jul,"Jul 13, 1995",6-9,206,220,100,Bosnia and Herzegovina,,,,,PF
Spanish-ACB,2019 - 2020,International,Fabien Causeur,RMB,26,385.4,161,59,0.461,14,0.275,29,0.763,8,27,35,35,15,1,21,28,1987,Jun,"Jun 16, 1987",6-3,191,198,90,France,,,,,SG
Spanish-ACB,2019 - 2020,International,Ilimane Diop,BASK,28,395.3,159,45,0.455,8,0.308,61,0.859,36,60,96,6,15,26,22,65,1995,Apr,"Apr 4, 1995",6-11,211,216,98,Spain / Senegal,,,,,C
Spanish-ACB,2019 - 2020,International,Achille Polonara,BASK,30,387.5,159,59,0.532,18,0.391,23,0.742,32,54,86,14,15,9,12,40,1991,Nov,"Nov 23, 1991",6-8,203,198,90,Italy,,,,,PF
Spanish-ACB,2019 - 2020,International,Nicolas Laprovittola,RMB,26,392.2,157,49,0.402,32,0.457,27,0.73,6,44,50,75,10,0,39,31,1990,Jan,"Jan 31, 1990",6-4,193,180,82,Argentina,,,,,PG
Spanish-ACB,2019 - 2020,International,Vyacheslav Bobrov,MON,21,393.5,155,59,0.621,1,0.1,36,0.72,20,48,68,13,10,6,24,53,1992,Sep,"Sep 19, 1992",6-8,203,224,102,Ukraine,,,,,SF
Spanish-ACB,2019 - 2020,International,Alex Abrines,FCB,28,507.0,154,55,0.423,33,0.367,11,0.733,15,46,61,16,16,6,16,55,1993,Aug,"Aug 1, 1993",6-6,198,190,86,Spain,,2,2,Oklahoma City Thunder,GF
Spanish-ACB,2019 - 2020,International,Aaron Doornekamp,VAL,28,490.1,154,51,0.443,32,0.432,20,0.769,26,47,73,25,15,3,23,62,1985,Dec,"Dec 5, 1985",6-7,201,212,96,Canada,,,,,PF
Spanish-ACB,2019 - 2020,International,Luca Vildoza,BASK,19,442.1,152,54,0.378,24,0.316,20,0.87,6,48,54,52,24,5,36,40,1995,Aug,"Aug 11, 1995",6-3,191,190,86,Argentina,,,,,PG
Spanish-ACB,2019 - 2020,International,Pierre-Antoine Gillet,MON,19,475.6,151,57,0.452,30,0.37,7,0.778,34,64,98,18,12,0,10,50,1991,Apr,"Apr 16, 1991",6-7,201,224,102,Belgium,,,,,F
Spanish-ACB,2019 - 2020,International,William Magarity,MAN,23,430.3,150,56,0.434,25,0.329,13,0.867,20,52,72,8,7,9,16,35,1993,Jun,"Jun 17, 1993",6-11,211,250,113,Sweden,,,,,FC
Spanish-ACB,2019 - 2020,International,Aleksa Avramovic,EST,10,261.6,147,56,0.412,20,0.345,15,0.75,9,24,33,15,9,1,21,23,1994,Oct,"Oct 25, 1994",6-3,191,190,86,Serbia,,,,,G
Spanish-ACB,2019 - 2020,International,Kerem Kanter,JOV,25,270.4,147,57,0.491,10,0.4,23,0.742,25,37,62,12,4,4,7,36,1995,Apr,"Apr 20, 1995",6-10,208,240,109,Turkey,IMG Academy,,,,PF
Spanish-ACB,2019 - 2020,International,Luka Mitrovic,MAN,17,277.2,142,58,0.58,0,0.0,26,0.565,26,40,66,32,6,3,14,32,1993,Mar,"Mar 21, 1993",6-8,203,200,91,Serbia,,2,30,Philadelphia Sixers,PF
Spanish-ACB,2019 - 2020,International,Dario Brizuela,EST,10,290.4,141,42,0.429,16,0.381,41,0.872,1,25,26,25,9,0,25,26,1994,Nov,"Nov 8, 1994",6-4,193,161,73,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Egidijus Mockevicius,MON,20,355.0,141,59,0.628,0,0.0,23,0.451,42,67,109,15,13,14,23,56,1992,Sep,"Sep 1, 1992",6-10,208,237,108,Lithuania,,,,,PF
Spanish-ACB,2019 - 2020,International,Alberto Diaz,UNI,24,490.2,140,46,0.383,24,0.316,24,0.857,18,57,75,64,22,0,20,58,1994,Apr,"Apr 23, 1994",6-2,188,187,85,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Nacho Llovet,AND,26,463.0,139,51,0.548,1,0.143,36,0.571,38,63,101,21,16,6,34,65,1991,May,"May 9, 1991",6-8,203,225,102,Spain,,,,,FC
Spanish-ACB,2019 - 2020,International,Emanuel Cate,MUR,21,348.7,139,54,0.711,0,0.0,31,0.775,42,32,74,17,10,10,18,38,1997,Jul,"Jul 30, 1997",6-9,206,225,102,Romania,,,,,PF
Spanish-ACB,2019 - 2020,International,Carlos Suarez,UNI,24,462.7,136,41,0.347,23,0.28,31,0.795,35,79,114,46,17,4,31,22,1986,May,"May 23, 1986",6-8,203,233,106,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Guillem Vives,VAL,20,365.9,135,43,0.417,24,0.375,25,0.893,6,29,35,46,25,7,23,41,1993,Jun,"Jun 16, 1993",6-3,191,172,78,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Tryggvi Hlinason,ZAR,28,394.1,133,53,0.541,0,0.0,27,0.6,29,44,73,13,2,32,21,44,1997,Oct,"Oct 28, 1997",7-1,216,260,118,Iceland,,,,,C
Spanish-ACB,2019 - 2020,International,Nemanja Dangubic,EST,23,473.7,133,49,0.35,13,0.224,22,0.786,29,72,101,25,15,0,23,55,1993,Apr,"Apr 13, 1993",6-9,206,176,80,Serbia,,2,24,Philadelphia Sixers,SF
Spanish-ACB,2019 - 2020,International,Tobias Borg,BETIS,23,420.2,131,41,0.387,25,0.446,24,0.923,14,37,51,29,10,4,27,49,1993,Nov,"Nov 2, 1993",6-0,183,162,73,Sweden,,,,,PG
Spanish-ACB,2019 - 2020,International,Tyson Perez,AND,23,365.1,130,50,0.495,7,0.259,23,0.697,44,65,109,9,10,12,22,39,1996,Jan,"Jan 29, 1996",6-8,203,214,97,Spain / Dominican Republic,,,,,PF
Spanish-ACB,2019 - 2020,International,Nik Stauskas,BASK,18,316.8,130,42,0.368,24,0.316,22,0.846,4,23,27,26,8,3,18,23,1993,Oct,"Oct 7, 1993",6-6,198,205,93,Canada,St. Mark's High School,1,8,Sacramento Kings,SG
Spanish-ACB,2019 - 2020,International,Youssoupha Fall,BASK,24,302.5,130,51,0.699,0,0.0,28,0.596,29,65,94,2,6,14,38,58,1995,Jan,"Jan 12, 1995",7-3,221,271,123,Senegal,,,,,C
Spanish-ACB,2019 - 2020,International,Vanja Marinkovic,VAL,22,282.3,129,44,0.431,25,0.362,16,0.889,6,14,20,10,11,1,15,23,1997,Jan,"Jan 9, 1997",6-6,198,194,88,Serbia,,2,30,Sacramento Kings,G
Spanish-ACB,2019 - 2020,International,Eulis Baez,MAN,18,386.9,128,46,0.511,17,0.425,19,0.528,17,38,55,27,7,4,15,31,1982,Mar,"Mar 18, 1982",6-7,201,225,102,Dominican Republic,,,,,PF
Spanish-ACB,2019 - 2020,International,Dani Perez,MAN,21,491.5,128,42,0.321,10,0.185,34,0.739,12,31,43,136,19,0,46,48,1990,Feb,"Feb 28, 1990",6-0,183,188,85,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Javier Justiz,ZAR,16,249.6,127,54,0.5,0,0.0,19,0.679,25,29,54,5,3,8,22,44,1992,Sep,"Sep 18, 1992",6-9,206,210,95,Cuba,,,,,C
Spanish-ACB,2019 - 2020,International,Axel Toupane,UNI,20,345.6,125,44,0.344,11,0.229,26,0.867,7,55,62,18,12,4,25,23,1992,Jul,"Jul 23, 1992",6-7,201,197,89,France,,,,,SG
Spanish-ACB,2019 - 2020,International,Jasiel Rivero,SPB,16,309.5,125,46,0.46,11,0.379,22,0.564,19,42,61,12,3,6,18,36,1993,Oct,"Oct 31, 1993",6-9,206,220,100,Cuba,,,,,C
Spanish-ACB,2019 - 2020,International,Deividas Dulkys,MAN,20,379.1,123,46,0.39,28,0.329,3,0.75,4,44,48,26,6,6,12,45,1988,Mar,"Mar 21, 1988",6-5,196,196,89,Lithuania,Findlay College Prep,,,,GF
Spanish-ACB,2019 - 2020,International,Albert Oliver,BETIS,22,316.9,123,41,0.432,19,0.388,22,0.917,11,26,37,47,11,0,26,36,1978,Jun,"Jun 4, 1978",6-2,188,185,84,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Kyle Hunt,MUR,21,303.6,121,54,0.635,0,0.0,13,0.5,33,50,83,4,10,8,18,56,1989,Oct,"Oct 31, 1989",6-10,208,229,104,United States,Martin Van Buren High School,,,,F
Spanish-ACB,2019 - 2020,International,Sergio Rodriguez,BBB,28,418.4,118,41,0.441,16,0.41,20,0.69,16,59,75,11,8,0,17,34,1993,Oct,"Oct 18, 1993",6-7,201,202,92,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Rafa Luz,MUR,22,449.3,116,40,0.374,13,0.333,23,0.793,13,40,53,57,17,0,35,41,1992,Feb,"Feb 11, 1992",6-3,191,202,92,Brazil,,,,,PG
Spanish-ACB,2019 - 2020,International,Obi Enechionyia,BETIS,22,407.1,116,41,0.363,26,0.356,8,0.533,21,50,71,11,14,14,16,40,1995,Sep,"Sep 19, 1995",6-10,208,220,100,Nigeria / United States,St. James School,,,,FC
Spanish-ACB,2019 - 2020,International,Alvaro Munoz,OBR,16,340.0,114,40,0.357,24,0.375,10,0.909,13,22,35,26,7,1,19,23,1990,Nov,"Nov 25, 1990",6-5,196,200,91,Spain / Germany,,,,,SF
Spanish-ACB,2019 - 2020,International,Maurice Ndour,VAL,19,318.3,114,39,0.443,3,0.188,33,0.825,27,43,70,12,12,10,14,40,1992,Jun,"Jun 18, 1992",6-9,206,200,91,Senegal,,,,,F
Spanish-ACB,2019 - 2020,International,Aleksandar Cvetkovic,MAN,12,235.8,111,31,0.425,13,0.382,36,0.878,4,11,15,41,6,0,17,30,1993,Sep,"Sep 12, 1993",6-2,188,165,75,Serbia,,,,,PG
Spanish-ACB,2019 - 2020,International,Manu Lecomte,MUR,18,308.6,110,36,0.356,11,0.306,27,0.794,7,15,22,22,15,1,22,29,1995,Aug,"Aug 16, 1995",5-11,180,175,79,Belgium,Athenee des Pagodes,,,,G
Spanish-ACB,2019 - 2020,International,Jeffery Taylor,RMB,22,359.4,109,39,0.5,23,0.451,8,0.615,6,26,32,20,7,1,16,43,1989,May,"May 23, 1989",6-7,201,225,102,Sweden,Hobbs High School,2,1,Charlotte Hornets,SF
Spanish-ACB,2019 - 2020,International,Rodrigo San Miguel,ZAR,24,465.3,108,34,0.472,19,0.463,21,0.84,12,41,53,86,12,1,27,34,1985,Jan,"Jan 21, 1985",6-3,191,194,88,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Victor Claver,FCB,20,395.0,107,37,0.457,15,0.341,18,0.9,10,50,60,19,23,6,14,21,1988,Aug,"Aug 30, 1988",6-10,208,235,107,Spain,,1,22,Portland Trail Blazers,SF
Spanish-ACB,2019 - 2020,International,Alex Urtasun,MON,11,209.5,106,33,0.471,13,0.448,27,0.771,2,11,13,24,3,0,14,13,1984,Apr,"Apr 30, 1984",6-4,193,187,85,Spain,,,,,G
Spanish-ACB,2019 - 2020,International,Usman Garuba,RMB,24,402.5,105,43,0.551,4,0.308,15,0.556,38,89,127,13,11,21,33,44,2002,Mar,"Mar 9, 2002",6-8,203,229,104,Spain,,1,23,Houston Rockets,C
Spanish-ACB,2019 - 2020,International,Nikos Zisis,JOV,17,367.1,104,36,0.35,4,0.148,28,0.903,7,31,38,100,5,0,29,48,1983,Aug,"Aug 16, 1983",6-5,196,207,94,Greece,,,,,PG
Spanish-ACB,2019 - 2020,International,Earl Calloway,OBR,17,326.0,104,30,0.411,20,0.417,24,1.0,5,26,31,56,9,0,24,27,1983,Sep,"Sep 30, 1983",6-3,191,175,79,United States,Westlake High School,,,,G
Spanish-ACB,2019 - 2020,International,Jordan Mickey,RMB,15,241.9,102,40,0.506,7,0.412,15,0.652,11,51,62,5,10,13,17,31,1994,Jul,"Jul 9, 1994",6-8,203,235,107,United States,Grace Preparatory Academy,2,3,Boston Celtics,PF
Spanish-ACB,2019 - 2020,International,Sadiel Rojas,MUR,22,438.6,102,36,0.387,10,0.323,20,0.8,50,70,120,20,17,4,20,65,1989,Jul,"Jul 16, 1989",6-4,193,190,86,United States / Dominican Republic,Grace Preparatory Academy,,,,GF
Spanish-ACB,2019 - 2020,International,Brock Motum,VAL,18,222.8,101,38,0.521,11,0.407,14,0.778,13,17,30,2,3,3,8,15,1990,Oct,"Oct 16, 1990",6-10,208,235,107,Australia,Australian Institute of Sport,,,,PF
Spanish-ACB,2019 - 2020,International,Melvin Ejim,UNI,17,272.3,101,38,0.481,5,0.192,20,0.69,10,39,49,9,13,2,22,41,1991,Mar,"Mar 4, 1991",6-6,198,220,100,Canada,Brewster Academy,,,,SF
Spanish-ACB,2019 - 2020,International,Duje Dukan,EST,21,289.6,100,33,0.423,21,0.42,13,0.722,14,25,39,1,2,3,10,39,1991,Dec,"Dec 4, 1991",6-10,208,220,100,Croatia,Deerfield High School,,,,F
Spanish-ACB,2019 - 2020,International,Alex Lopez,TEN,26,327.9,99,34,0.405,15,0.294,16,0.552,2,25,27,47,11,2,32,39,1991,May,"May 8, 1991",6-2,188,196,89,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Mamadou Niang,BETIS,18,296.0,99,46,0.676,0,0.0,7,0.636,28,54,82,6,7,9,17,27,1994,Jan,"Jan 1, 1994",6-10,208,235,107,Senegal,,,,,C
Spanish-ACB,2019 - 2020,International,Joan Sastre,VAL,20,290.6,98,32,0.464,20,0.444,14,0.875,3,12,15,20,14,2,14,18,1991,Dec,"Dec 10, 1991",6-7,201,200,91,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Rudy Fernandez,RMB,19,314.9,98,30,0.323,26,0.321,12,0.8,6,38,44,31,14,5,9,22,1985,Apr,"Apr 4, 1985",6-6,198,185,84,Spain,,1,24,Phoenix Suns,SG
Spanish-ACB,2019 - 2020,International,Pepe Pozas,OBR,23,490.9,97,31,0.333,17,0.304,18,0.692,10,41,51,104,25,4,51,64,1992,May,"May 14, 1992",6-0,183,187,85,Spain,,,,,PG
Spanish-ACB,2019 - 2020,International,Oriol Pauli,GCN,22,271.4,97,34,0.493,6,0.273,23,0.767,2,31,33,17,4,1,10,21,1994,May,"May 20, 1994",6-7,201,185,84,Spain,,,,,GF
Spanish-ACB,2019 - 2020,International,Nicolas Richotti,MON,19,298.0,97,30,0.366,16,0.32,21,0.875,8,31,39,34,14,1,34,37,1986,Oct,"Oct 17, 1986",6-0,183,176,80,Argentina / Italy,,,,,SG
Spanish-ACB,2019 - 2020,International,J.P. Tokoto,SPB,13,307.3,97,41,0.488,2,0.182,13,0.542,21,53,74,19,15,3,13,34,1993,Sep,"Sep 15, 1993",6-6,198,200,91,United States / Cameroon,Menomonee Falls High School,2,28,Philadelphia Sixers,GF
Spanish-ACB,2019 - 2020,International,Tomasz Gielo,TEN,23,300.1,91,33,0.44,18,0.383,7,0.875,5,28,33,9,6,1,14,33,1993,Jan,"Jan 4, 1993",6-9,206,228,103,Poland,SMS Cetniewo Sports Academy,,,,PF
Spanish-ACB,2019 - 2020,International,Thomas Schreiner,BBB,25,505.4,90,31,0.298,19,0.288,9,0.6,11,40,51,95,8,0,40,60,1987,Feb,"Feb 3, 1987",6-5,196,194,88,Austria,,,,,PG
Spanish-ACB,2019 - 2020,International,Osas Ehigitor,MON,19,255.1,90,33,0.673,0,0.0,24,0.6,18,32,50,3,6,8,18,47,1999,Oct,"Oct 30, 1999",6-10,208,202,92,Spain,,,,,C
Spanish-ACB,2019 - 2020,International,Pere Tomas,MAN,16,270.1,89,31,0.5,11,0.324,16,0.8,14,43,57,12,7,0,7,21,1989,Sep,"Sep 5, 1989",6-6,198,198,90,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Frank Elegar,UNI,25,324.4,88,32,0.681,0,0.0,24,0.727,35,40,75,4,6,8,19,51,1986,Dec,"Dec 3, 1986",6-9,206,225,102,United States / U.S. Virgin Islands,St. Raymond High School for Boys,,,,F
Spanish-ACB,2019 - 2020,International,Jordan Sakho,MAN,15,228.4,88,28,0.519,0,0.0,32,0.681,20,48,68,11,6,6,20,33,1997,Apr,"Apr 4, 1997",6-10,208,220,100,Democratic Republic of the Congo / Spain,,,,,C
Spanish-ACB,2019 - 2020,International,Vit Krejci,ZAR,23,210.0,86,33,0.611,8,0.348,12,0.706,7,20,27,15,6,3,16,43,2000,Jun,"Jun 19, 2000",6-8,203,195,88,Czech Republic,,2,7,Washington Wizards,PG
Spanish-ACB,2019 - 2020,International,Marques Townes,MUR,14,254.3,85,34,0.447,6,0.273,11,0.917,8,16,24,15,13,0,9,25,1995,Sep,"Sep 3, 1995",6-4,193,208,94,United States / Dominican Republic,St. Joseph High School,,,,G
Spanish-ACB,2019 - 2020,International,Albert Ventura,JOV,28,587.3,84,26,0.286,14,0.226,18,0.72,24,49,73,28,22,1,15,58,1992,Apr,"Apr 7, 1992",6-5,196,180,82,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Dragan Apic,SPB,12,175.0,84,31,0.554,0,0.0,22,0.733,10,16,26,9,5,3,7,22,1995,Oct,"Oct 3, 1995",6-9,206,229,104,Serbia,,,,,C
Spanish-ACB,2019 - 2020,International,Kostas Vasiliadis,OBR,10,155.0,83,22,0.301,16,0.281,23,0.92,1,9,10,8,3,1,6,10,1984,Mar,"Mar 15, 1984",6-7,201,225,102,Greece,,,,,F
Spanish-ACB,2019 - 2020,International,Toney Douglas,EST,11,225.4,82,31,0.307,15,0.3,5,0.833,6,23,29,22,8,0,15,21,1986,Mar,"Mar 16, 1986",6-2,188,195,88,United States,Jonesboro High School,1,29,Los Angeles Lakers,G
Spanish-ACB,2019 - 2020,International,Xavi Rabaseda,GCN,18,292.3,79,27,0.466,15,0.405,10,0.714,16,36,52,14,13,5,9,33,1989,Feb,"Feb 24, 1989",6-7,201,205,93,Spain,,,,,GF
Spanish-ACB,2019 - 2020,International,Pablo Almazan,BETIS,21,313.9,79,27,0.365,9,0.273,16,0.64,8,19,27,23,14,1,7,25,1989,Jan,"Jan 15, 1989",6-5,196,190,86,Spain,,,,,SF
Spanish-ACB,2019 - 2020,International,Nacho Martin,BETIS,17,251.6,79,29,0.414,18,0.486,3,1.0,9,35,44,13,4,1,10,19,1983,Apr,"Apr 22, 1983",6-9,206,233,106,Spain,,,,,PF
Spanish-ACB,2019 - 2020,International,Zoran Dragic,BASK,11,180.8,78,28,0.424,10,0.263,12,0.75,2,13,15,15,4,0,10,19,1989,Jun,"Jun 22, 1989",6-5,196,200,91,Slovenia,,,,,SG
Spanish-ACB,2019 - 2020,International,Fran Guerra,TEN,21,180.9,78,29,0.518,4,0.8,16,0.516,20,25,45,16,8,3,13,42,1992,Dec,"Dec 23, 1992",7-0,213,250,113,Spain,,,,,C
Spanish-ACB,2019 - 2020,International,Dino Radoncic,MUR,18,339.1,78,31,0.425,8,0.348,8,0.533,24,51,75,6,7,0,15,36,1999,Jan,"Jan 8, 1999",6-8,203,225,102,Montenegro / Bosnia and Herzegovina,,,,,GF
Spanish-ACB,2019 - 2020,International,Arturs Zagars,JOV,26,265.6,76,29,0.33,8,0.178,10,0.714,5,12,17,41,8,0,27,38,2000,Apr,"Apr 21, 2000",6-3,191,172,78,Latvia,,,,,PG
Spanish-ACB,2019 - 2020,International,Alex Barrera,SPB,23,263.1,76,26,0.406,19,0.388,5,0.625,8,29,37,8,6,0,5,29,1992,Apr,"Apr 1, 1992",6-7,201,180,82,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Ruben Guerrero,UNI,26,268.9,74,25,0.481,0,0.0,24,0.649,23,44,67,7,2,8,14,37,1995,Oct,"Oct 22, 1995",7-0,213,240,109,Spain,Sunrise Christian Academy,,,,F
Spanish-ACB,2019 - 2020,International,Miquel Salvo,SPB,24,322.9,73,25,0.472,5,0.263,18,0.692,18,44,62,6,7,8,12,41,1994,Nov,"Nov 3, 1994",6-9,206,198,90,Spain,,,,,F
Spanish-ACB,2019 - 2020,International,Maxime De Zeeuw,OBR,21,237.8,73,26,0.51,10,0.435,11,0.733,14,29,43,11,7,1,9,33,1987,Apr,"Apr 26, 1987",6-8,203,238,108,Belgium,,,,,F
Spanish-ACB,2019 - 2020,International,Ivan Cruz,BBB,23,229.2,72,30,0.405,1,0.067,11,0.917,14,37,51,9,7,2,19,24,1991,Oct,"Oct 24, 1991",6-10,208,237,108,Spain,,,,,C
Spanish-ACB,2019 - 2020,International,Ebuka Izundu,BETIS,17,222.8,71,30,0.556,0,0.0,11,0.579,18,34,52,2,8,8,18,48,1996,Jun,"Jun 28, 1996",6-10,208,232,105,United States,Victory Christian Center School,,,,PF
Spanish-ACB,2019 - 2020,International,Dusan Sakota,MUR,16,206.9,70,25,0.333,15,0.3,5,0.556,7,20,27,9,2,5,12,22,1986,Apr,"Apr 22, 1986",6-10,208,222,101,Serbia / Greece,,,,,FC
Spanish-ACB,2019 - 2020,International,Nikola Radicevic,GCN,15,213.8,67,27,0.409,10,0.345,3,0.5,1,18,19,29,2,0,16,30,1994,Apr,"Apr 25, 1994",6-5,196,200,91,Serbia,,2,27,Denver Nuggets,PG
Spanish-ACB,2019 - 2020,International,E.J. Rowland,MON,11,221.8,66,26,0.329,5,0.333,9,0.9,6,12,18,33,14,0,18,19,1983,May,"May 18, 1983",6-3,191,205,93,United States / Bulgaria,Palma High School,,,,G
Spanish-ACB,2019 - 2020,International,Fran Vazquez,ZAR,18,224.7,63,28,0.412,0,0.0,7,0.538,18,36,54,12,5,10,9,29,1983,May,"May 1, 1983",6-10,208,230,104,Spain,,1,11,Orlando Magic,FC
Spanish-ACB,2019 - 2020,International,Guillem Jou,MAN,21,303.7,62,20,0.364,12,0.3,10,0.714,12,28,40,11,6,5,10,33,1997,Jul,"Jul 15, 1997",6-6,198,180,82,Spain,,,,,SG
Spanish-ACB,2019 - 2020,International,Perrin Buford,JOV,11,176.5,59,19,0.38,4,0.4,17,0.895,7,23,30,8,13,5,13,19,1994,Jan,"Jan 25, 1994",6-6,198,220,100,United States,Decatur High School,,,,GF
Spanish-ACB,2019 - 2020,International,Georgios Bogris,TEN,15,222.8,59,29,0.558,0,0.0,1,0.5,11,40,51,24,5,2,9,44,1989,Feb,"Feb 19, 1989",6-11,211,235,107,Greece,,,,,FC
Spanish-ACB,2019 - 2020,International,Felipe Reyes,RMB,15,135.2,58,21,0.447,5,0.5,11,0.846,20,20,40,8,3,3,11,21,1980,Mar,"Mar 16, 1980",6-9,206,265,120,Spain,,,,,FC
Spanish-ACB,2019 - 2020,International,Pau Ribas,FCB,12,218.7,57,18,0.439,12,0.414,9,0.9,3,14,17,38,8,1,14,13,1987,Mar,"Mar 2, 1987",6-3,191,165,75,Spain,,,,,SG
